year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,location_1,location_2,location_1_city,location_2_city
2001,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5758.26,133.37,AS,0.63,132.74,UA,0.2,132.32,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
2001,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5811.31,140.64,AS,0.64,139.76,AS,0.64,139.76,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
2001,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,4945.33,151.29,AS,0.66,150.59,AS,0.66,150.59,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
2000,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5471.52,150.92,AS,0.62,152.08,UA,0.21,152.08,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
2000,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5814.67,153.51,AS,0.6,156.67,AS,0.6,156.67,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
2000,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5898.79,144.4,AS,0.6,144.81,AS,0.6,144.81,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
2000,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,4544.39,141.44,AS,0.61,140.86,AS,0.61,140.86,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1999,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5160,137.05,AS,0.63,136.51,AS,0.63,136.51,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1999,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5739.78,137.61,AS,0.61,139.59,WN,0.1,128.11,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1999,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5422.52,137.51,AS,0.6,138.89,WN,0.1,117.8,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1999,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,4338.33,141.6,AS,0.62,141.93,AS,0.62,141.93,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1998,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,4994.56,129.74,AS,0.65,127.79,AS,0.65,127.79,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1998,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5748.04,127.1,AS,0.63,127.35,AS,0.63,127.35,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1998,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5339.89,127.17,AS,0.62,130.15,WN,0.11,92.27,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1998,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,4159.44,136.43,AS,0.61,139.66,WN,0.11,103.06,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1997,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,4847.82,130.33,AS,0.59,132.96,UA,0.21,127.81,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1997,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,5575.1,126.18,AS,0.59,127.45,AS,0.59,127.45,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1997,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,4668.46,122.06,AS,0.58,122.36,AS,0.58,122.36,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1997,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,4081.88,110.81,AS,0.56,109.36,AS,0.56,109.36,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1996,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,4553.47,104.06,AS,0.56,106.19,UA,0.2,104.95,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1996,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,6121.84,103.18,AS,0.61,107.41,UA,0.18,103.78,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1996,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,4824.28,109.19,AS,0.58,114.01,WN,0.11,72.44,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
1996,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,3760.1,105.93,AS,0.59,110.5,WN,0.1,83.88,1,"{'type': 'Point', 'coordinates': [-118.243344, 34.052238]}","{'type': 'Point', 'coordinates': [-122.33028, 47.603229]}","Los Angeles, CA (Metropolitan Area)","Seattle, WA"
